Runs,Ave,100,Start Date,Name,Country
5109,28.38,7,12/15/99,Sanath Jayasuriya,Sri Lanka
5117,28.27,7,12/18/99,Sanath Jayasuriya,Sri Lanka
5123,28.14,7,12/19/99,Sanath Jayasuriya,Sri Lanka
5177,28.28,7,02/13/00,Sanath Jayasuriya,Sri Lanka
5242,28.48,7,02/16/00,Sanath Jayasuriya,Sri Lanka
5252,28.38,7,02/19/00,Sanath Jayasuriya,Sri Lanka
5280,28.38,7,05/29/00,Sanath Jayasuriya,Sri Lanka
5385,28.79,8,06/01/00,Sanath Jayasuriya,Sri Lanka
5413,28.79,8,06/05/00,Sanath Jayasuriya,Sri Lanka
5435,28.75,8,06/07/00,Sanath Jayasuriya,Sri Lanka
5446,28.66,8,07/05/00,Sanath Jayasuriya,Sri Lanka
5446,28.51,8,07/06/00,Sanath Jayasuriya,Sri Lanka
5500,28.64,8,07/09/00,Sanath Jayasuriya,Sri Lanka
5501,28.5,8,07/11/00,Sanath Jayasuriya,Sri Lanka
5569,28.7,8,07/14/00,Sanath Jayasuriya,Sri Lanka
5571,28.56,8,10/04/00,Sanath Jayasuriya,Sri Lanka
5610,28.62,8,10/08/00,Sanath Jayasuriya,Sri Lanka
5658,28.72,8,10/20/00,Sanath Jayasuriya,Sri Lanka
5736,28.96,8,10/21/00,Sanath Jayasuriya,Sri Lanka
5823,29.26,8,10/25/00,Sanath Jayasuriya,Sri Lanka
5834,29.17,8,10/27/00,Sanath Jayasuriya,Sri Lanka
6023,29.96,9,10/29/00,Sanath Jayasuriya,Sri Lanka
6026,29.83,9,12/15/00,Sanath Jayasuriya,Sri Lanka
6033,29.71,9,12/17/00,Sanath Jayasuriya,Sri Lanka
6099,29.89,9,01/09/01,Sanath Jayasuriya,Sri Lanka
6111,29.8,9,01/11/01,Sanath Jayasuriya,Sri Lanka
6134,29.77,9,01/14/01,Sanath Jayasuriya,Sri Lanka
6140,29.66,9,01/17/01,Sanath Jayasuriya,Sri Lanka
6144,29.53,9,01/31/01,Sanath Jayasuriya,Sri Lanka
6182,29.57,9,02/03/01,Sanath Jayasuriya,Sri Lanka
6285,29.92,10,02/06/01,Sanath Jayasuriya,Sri Lanka
6337,30.03,10,02/08/01,Sanath Jayasuriya,Sri Lanka
6340,29.9,10,02/11/01,Sanath Jayasuriya,Sri Lanka
6379,29.94,10,03/23/01,Sanath Jayasuriya,Sri Lanka
6379,29.8,10,03/25/01,Sanath Jayasuriya,Sri Lanka
6379,29.66,10,04/08/01,Sanath Jayasuriya,Sri Lanka
6486,30.02,11,04/10/01,Sanath Jayasuriya,Sri Lanka
6506,29.98,11,04/13/01,Sanath Jayasuriya,Sri Lanka
6531,29.95,11,04/17/01,Sanath Jayasuriya,Sri Lanka
6601,30.14,11,04/20/01,Sanath Jayasuriya,Sri Lanka
6681,30.36,11,07/18/01,Sanath Jayasuriya,Sri Lanka
6715,30.38,11,07/22/01,Sanath Jayasuriya,Sri Lanka
6720,30.27,11,07/25/01,Sanath Jayasuriya,Sri Lanka
6777,30.39,11,07/28/01,Sanath Jayasuriya,Sri Lanka
6797,30.34,11,07/31/01,Sanath Jayasuriya,Sri Lanka
6807,30.25,11,08/01/01,Sanath Jayasuriya,Sri Lanka
6906,30.55,11,08/05/01,Sanath Jayasuriya,Sri Lanka
6927,30.51,11,10/26/01,Sanath Jayasuriya,Sri Lanka
6946,30.46,11,10/27/01,Sanath Jayasuriya,Sri Lanka
6971,30.44,11,10/30/01,Sanath Jayasuriya,Sri Lanka
7007,30.46,11,11/02/01,Sanath Jayasuriya,Sri Lanka
7041,30.48,11,11/04/01,Sanath Jayasuriya,Sri Lanka
7054,30.53,11,12/08/01,Sanath Jayasuriya,Sri Lanka
7137,30.76,11,12/11/01,Sanath Jayasuriya,Sri Lanka
7137,30.63,11,12/12/01,Sanath Jayasuriya,Sri Lanka
7171,30.64,11,12/15/01,Sanath Jayasuriya,Sri Lanka
7235,30.78,11,12/19/01,Sanath Jayasuriya,Sri Lanka
7322,31.02,11,04/08/02,Sanath Jayasuriya,Sri Lanka
7323,30.89,11,04/09/02,Sanath Jayasuriya,Sri Lanka
7346,30.86,11,04/12/02,Sanath Jayasuriya,Sri Lanka
7346,30.73,11,04/14/02,Sanath Jayasuriya,Sri Lanka
7365,30.68,11,04/17/02,Sanath Jayasuriya,Sri Lanka
7377,30.6,11,06/27/02,Sanath Jayasuriya,Sri Lanka
7413,30.63,11,06/30/02,Sanath Jayasuriya,Sri Lanka
7525,30.96,12,07/02/02,Sanath Jayasuriya,Sri Lanka
7547,30.93,12,07/06/02,Sanath Jayasuriya,Sri Lanka
7570,30.89,12,07/07/02,Sanath Jayasuriya,Sri Lanka
7575,30.79,12,07/11/02,Sanath Jayasuriya,Sri Lanka
7615,30.82,12,08/04/02,Sanath Jayasuriya,Sri Lanka
7629,30.76,12,08/05/02,Sanath Jayasuriya,Sri Lanka
7665,30.78,12,08/14/02,Sanath Jayasuriya,Sri Lanka
7714,30.85,12,08/15/02,Sanath Jayasuriya,Sri Lanka
7811,31.11,12,08/17/02,Sanath Jayasuriya,Sri Lanka
7857,31.17,12,08/19/02,Sanath Jayasuriya,Sri Lanka
7928,31.33,12,08/21/02,Sanath Jayasuriya,Sri Lanka
8030,31.73,13,09/12/02,Sanath Jayasuriya,Sri Lanka
8066,31.75,13,09/16/02,Sanath Jayasuriya,Sri Lanka
8108,31.79,13,09/27/02,Sanath Jayasuriya,Sri Lanka
8182,31.96,13,09/29/02,Sanath Jayasuriya,Sri Lanka
8182,31.83,13,09/30/02,Sanath Jayasuriya,Sri Lanka
8189,31.74,13,11/27/02,Sanath Jayasuriya,Sri Lanka
8235,31.79,13,11/29/02,Sanath Jayasuriya,Sri Lanka
8257,31.75,13,12/01/02,Sanath Jayasuriya,Sri Lanka
8284,31.73,13,12/04/02,Sanath Jayasuriya,Sri Lanka
8286,31.62,13,12/06/02,Sanath Jayasuriya,Sri Lanka
8299,31.55,13,12/17/02,Sanath Jayasuriya,Sri Lanka
8309,31.47,13,12/20/02,Sanath Jayasuriya,Sri Lanka
8312,31.36,13,12/22/02,Sanath Jayasuriya,Sri Lanka
8434,31.7,14,01/09/03,Sanath Jayasuriya,Sri Lanka
8540,31.98,15,01/13/03,Sanath Jayasuriya,Sri Lanka
8546,31.88,15,01/15/03,Sanath Jayasuriya,Sri Lanka
8645,32.13,15,01/17/03,Sanath Jayasuriya,Sri Lanka
8765,32.46,16,02/10/03,Sanath Jayasuriya,Sri Lanka
8820,32.66,16,02/14/03,Sanath Jayasuriya,Sri Lanka
8829,32.57,16,02/19/03,Sanath Jayasuriya,Sri Lanka
8832,32.47,16,02/24/03,Sanath Jayasuriya,Sri Lanka
8898,32.59,16,02/28/03,Sanath Jayasuriya,Sri Lanka
8914,32.53,16,03/03/03,Sanath Jayasuriya,Sri Lanka
8915,32.53,16,03/07/03,Sanath Jayasuriya,Sri Lanka
8927,32.46,16,03/10/03,Sanath Jayasuriya,Sri Lanka
8949,32.42,16,03/15/03,Sanath Jayasuriya,Sri Lanka
8966,32.36,16,03/18/03,Sanath Jayasuriya,Sri Lanka
8993,32.34,16,04/04/03,Sanath Jayasuriya,Sri Lanka
9029,32.36,16,04/06/03,Sanath Jayasuriya,Sri Lanka
9029,32.24,16,04/07/03,Sanath Jayasuriya,Sri Lanka
9029,32.13,16,05/10/03,Sanath Jayasuriya,Sri Lanka
9062,32.13,16,05/13/03,Sanath Jayasuriya,Sri Lanka
9068,32.04,16,05/18/03,Sanath Jayasuriya,Sri Lanka
9077,31.96,16,05/19/03,Sanath Jayasuriya,Sri Lanka
9077,31.84,16,06/07/03,Sanath Jayasuriya,Sri Lanka
9118,31.88,16,06/08/03,Sanath Jayasuriya,Sri Lanka
9126,31.79,16,06/11/03,Sanath Jayasuriya,Sri Lanka
9172,31.95,16,11/18/03,Sanath Jayasuriya,Sri Lanka
9180,31.87,16,02/20/04,Sanath Jayasuriya,Sri Lanka
9235,31.95,16,02/22/04,Sanath Jayasuriya,Sri Lanka
9235,31.84,16,02/25/04,Sanath Jayasuriya,Sri Lanka
9235,31.73,16,02/27/04,Sanath Jayasuriya,Sri Lanka
9248,31.67,16,02/29/04,Sanath Jayasuriya,Sri Lanka
9257,31.59,16,04/20/04,Sanath Jayasuriya,Sri Lanka
9288,31.59,16,04/22/04,Sanath Jayasuriya,Sri Lanka
9288,31.59,16,04/25/04,Sanath Jayasuriya,Sri Lanka
9309,31.55,16,07/17/04,Sanath Jayasuriya,Sri Lanka
9329,31.51,16,07/21/04,Sanath Jayasuriya,Sri Lanka
9436,31.87,17,07/23/04,Sanath Jayasuriya,Sri Lanka
9566,32.2,18,07/27/04,Sanath Jayasuriya,Sri Lanka
9581,32.15,18,08/01/04,Sanath Jayasuriya,Sri Lanka
9593,32.08,18,08/20/04,Sanath Jayasuriya,Sri Lanka
9602,32,18,08/22/04,Sanath Jayasuriya,Sri Lanka
9613,31.93,18,08/25/04,Sanath Jayasuriya,Sri Lanka
9621,31.85,18,08/28/04,Sanath Jayasuriya,Sri Lanka
9700,32.01,18,08/31/04,Sanath Jayasuriya,Sri Lanka
9702,31.91,18,09/14/04,Sanath Jayasuriya,Sri Lanka
9729,31.89,18,09/17/04,Sanath Jayasuriya,Sri Lanka
9782,31.96,18,10/06/04,Sanath Jayasuriya,Sri Lanka
9822,31.99,18,10/09/04,Sanath Jayasuriya,Sri Lanka
9832,31.92,18,10/14/04,Sanath Jayasuriya,Sri Lanka
9853,31.88,18,10/16/04,Sanath Jayasuriya,Sri Lanka
9896,31.92,18,12/26/04,Sanath Jayasuriya,Sri Lanka
9924,31.9,18,01/10/05,Sanath Jayasuriya,Sri Lanka
9967,32.04,18,07/30/05,Sanath Jayasuriya,Sri Lanka
9990,32.01,18,08/06/05,Sanath Jayasuriya,Sri Lanka
10057,32.13,18,08/09/05,Sanath Jayasuriya,Sri Lanka
10082,32.1,18,08/31/05,Sanath Jayasuriya,Sri Lanka
10122,32.13,18,09/02/05,Sanath Jayasuriya,Sri Lanka
10149,32.11,18,10/25/05,Sanath Jayasuriya,Sri Lanka
10149,32.01,18,10/28/05,Sanath Jayasuriya,Sri Lanka
10164,31.96,18,10/31/05,Sanath Jayasuriya,Sri Lanka
10180,31.91,18,11/03/05,Sanath Jayasuriya,Sri Lanka
10188,31.83,18,11/06/05,Sanath Jayasuriya,Sri Lanka
10207,31.79,18,11/09/05,Sanath Jayasuriya,Sri Lanka
10219,31.73,18,12/31/05,Sanath Jayasuriya,Sri Lanka
10333,31.99,19,01/22/06,Sanath Jayasuriya,Sri Lanka
10370,32,19,01/24/06,Sanath Jayasuriya,Sri Lanka
10370,31.9,19,01/29/06,Sanath Jayasuriya,Sri Lanka
10456,32.07,19,01/31/06,Sanath Jayasuriya,Sri Lanka
10481,32.05,19,02/07/06,Sanath Jayasuriya,Sri Lanka
10506,32.03,19,02/10/06,Sanath Jayasuriya,Sri Lanka
10506,31.93,19,02/12/06,Sanath Jayasuriya,Sri Lanka
10512,31.85,19,02/14/06,Sanath Jayasuriya,Sri Lanka
10525,31.79,19,02/20/06,Sanath Jayasuriya,Sri Lanka
10621,31.99,19,02/22/06,Sanath Jayasuriya,Sri Lanka
10625,31.9,19,02/25/06,Sanath Jayasuriya,Sri Lanka
10636,31.84,19,06/17/06,Sanath Jayasuriya,Sri Lanka
10758,32.11,20,06/20/06,Sanath Jayasuriya,Sri Lanka
10781,32.08,20,06/24/06,Sanath Jayasuriya,Sri Lanka
10795,32.03,20,06/28/06,Sanath Jayasuriya,Sri Lanka
10947,32.38,21,07/01/06,Sanath Jayasuriya,Sri Lanka
11104,32.75,22,07/04/06,Sanath Jayasuriya,Sri Lanka
11104,32.75,22,08/18/06,Sanath Jayasuriya,Sri Lanka
11135,32.75,22,10/07/06,Sanath Jayasuriya,Sri Lanka
11144,32.68,22,10/10/06,Sanath Jayasuriya,Sri Lanka
11189,32.81,22,10/14/06,Sanath Jayasuriya,Sri Lanka
11237,32.85,22,10/17/06,Sanath Jayasuriya,Sri Lanka
11257,32.81,22,10/20/06,Sanath Jayasuriya,Sri Lanka
11260,32.73,22,10/24/06,Sanath Jayasuriya,Sri Lanka
11371,32.95,23,12/28/06,Sanath Jayasuriya,Sri Lanka
11372,32.86,23,12/31/06,Sanath Jayasuriya,Sri Lanka
11372,32.77,23,01/02/07,Sanath Jayasuriya,Sri Lanka
11442,32.87,23,01/06/07,Sanath Jayasuriya,Sri Lanka
11442,32.87,23,01/09/07,Sanath Jayasuriya,Sri Lanka
11505,33.06,23,02/08/07,Sanath Jayasuriya,Sri Lanka
11514,32.99,23,02/11/07,Sanath Jayasuriya,Sri Lanka
11516,32.9,23,02/14/07,Sanath Jayasuriya,Sri Lanka
11538,32.87,23,02/17/07,Sanath Jayasuriya,Sri Lanka
11560,32.84,23,03/15/07,Sanath Jayasuriya,Sri Lanka
11669,33.05,24,03/21/07,Sanath Jayasuriya,Sri Lanka
11675,32.98,24,03/23/07,Sanath Jayasuriya,Sri Lanka
11701,32.96,24,03/28/07,Sanath Jayasuriya,Sri Lanka
11816,33.19,25,04/01/07,Sanath Jayasuriya,Sri Lanka
11841,33.16,25,04/04/07,Sanath Jayasuriya,Sri Lanka
11905,33.25,25,04/12/07,Sanath Jayasuriya,Sri Lanka
11917,33.19,25,04/16/07,Sanath Jayasuriya,Sri Lanka
11941,33.26,25,04/18/07,Sanath Jayasuriya,Sri Lanka
11942,33.17,25,04/24/07,Sanath Jayasuriya,Sri Lanka
12005,33.25,25,04/28/07,Sanath Jayasuriya,Sri Lanka
12006,33.16,25,05/18/07,Sanath Jayasuriya,Sri Lanka
12025,33.12,25,05/22/07,Sanath Jayasuriya,Sri Lanka
12039,33.07,25,06/06/07,Sanath Jayasuriya,Sri Lanka
12050,33.01,25,06/09/07,Sanath Jayasuriya,Sri Lanka
12063,32.95,25,06/10/07,Sanath Jayasuriya,Sri Lanka
12084,32.92,25,07/20/07,Sanath Jayasuriya,Sri Lanka
12108,32.9,25,07/23/07,Sanath Jayasuriya,Sri Lanka
12116,32.83,25,07/25/07,Sanath Jayasuriya,Sri Lanka
12157,32.85,25,10/01/07,Sanath Jayasuriya,Sri Lanka
12167,32.79,25,10/04/07,Sanath Jayasuriya,Sri Lanka
12178,32.73,25,10/07/07,Sanath Jayasuriya,Sri Lanka
12181,32.65,25,10/10/07,Sanath Jayasuriya,Sri Lanka
12207,32.63,25,10/13/07,Sanath Jayasuriya,Sri Lanka
12207,32.63,25,02/05/08,Sanath Jayasuriya,Sri Lanka
12214,32.57,25,02/08/08,Sanath Jayasuriya,Sri Lanka
12241,32.55,25,02/12/08,Sanath Jayasuriya,Sri Lanka
12253,32.5,25,02/15/08,Sanath Jayasuriya,Sri Lanka
12253,32.41,25,02/19/08,Sanath Jayasuriya,Sri Lanka
12253,32.32,25,02/22/08,Sanath Jayasuriya,Sri Lanka
12287,32.33,25,02/26/08,Sanath Jayasuriya,Sri Lanka
12310,32.3,25,02/29/08,Sanath Jayasuriya,Sri Lanka
12382,32.41,25,06/25/08,Sanath Jayasuriya,Sri Lanka
12390,32.34,25,06/29/08,Sanath Jayasuriya,Sri Lanka
12520,32.6,26,06/30/08,Sanath Jayasuriya,Sri Lanka
12563,32.63,26,07/03/08,Sanath Jayasuriya,Sri Lanka
12688,32.87,27,07/06/08,Sanath Jayasuriya,Sri Lanka
12698,32.81,27,08/18/08,Sanath Jayasuriya,Sri Lanka
12711,32.76,27,08/20/08,Sanath Jayasuriya,Sri Lanka
12724,32.7,27,08/24/08,Sanath Jayasuriya,Sri Lanka
12784,32.77,27,08/27/08,Sanath Jayasuriya,Sri Lanka
12785,32.69,27,08/29/08,Sanath Jayasuriya,Sri Lanka
12807,32.67,27,01/12/09,Sanath Jayasuriya,Sri Lanka
12861,32.72,27,01/14/09,Sanath Jayasuriya,Sri Lanka
12861,32.64,27,01/16/09,Sanath Jayasuriya,Sri Lanka
12899,32.65,27,01/20/09,Sanath Jayasuriya,Sri Lanka
12918,32.62,27,01/21/09,Sanath Jayasuriya,Sri Lanka
12963,32.65,27,01/24/09,Sanath Jayasuriya,Sri Lanka
13070,32.83,28,01/28/09,Sanath Jayasuriya,Sri Lanka
13087,32.79,28,01/31/09,Sanath Jayasuriya,Sri Lanka
13087,32.71,28,02/03/09,Sanath Jayasuriya,Sri Lanka
13114,32.7,28,02/05/09,Sanath Jayasuriya,Sri Lanka
13151,32.71,28,02/08/09,Sanath Jayasuriya,Sri Lanka
13166,32.66,28,07/30/09,Sanath Jayasuriya,Sri Lanka
13196,32.66,28,08/01/09,Sanath Jayasuriya,Sri Lanka
13202,32.59,28,08/09/09,Sanath Jayasuriya,Sri Lanka
13209,32.53,28,09/08/09,Sanath Jayasuriya,Sri Lanka
13307,32.69,28,09/12/09,Sanath Jayasuriya,Sri Lanka
13343,32.7,28,09/14/09,Sanath Jayasuriya,Sri Lanka
13353,32.64,28,09/22/09,Sanath Jayasuriya,Sri Lanka
13353,32.56,28,09/25/09,Sanath Jayasuriya,Sri Lanka
13377,32.54,28,09/27/09,Sanath Jayasuriya,Sri Lanka
13382,32.48,28,12/15/09,Sanath Jayasuriya,Sri Lanka
13397,32.43,28,12/24/09,Sanath Jayasuriya,Sri Lanka
13428,32.43,28,12/27/09,Sanath Jayasuriya,Sri Lanka
13430,32.36,28,06/28/11,Sanath Jayasuriya,Sri Lanka
35,35,0,07/05/00,Kumar Sangakkara,Sri Lanka
120,60,0,07/06/00,Kumar Sangakkara,Sri Lanka
156,78,0,07/09/00,Kumar Sangakkara,Sri Lanka
156,78,0,07/11/00,Kumar Sangakkara,Sri Lanka
199,66.33,0,07/14/00,Kumar Sangakkara,Sri Lanka
201,50.25,0,10/04/00,Kumar Sangakkara,Sri Lanka
220,44,0,10/08/00,Kumar Sangakkara,Sri Lanka
260,52,0,10/20/00,Kumar Sangakkara,Sri Lanka
275,55,0,10/21/00,Kumar Sangakkara,Sri Lanka
279,46.5,0,10/25/00,Kumar Sangakkara,Sri Lanka
279,46.5,0,10/27/00,Kumar Sangakkara,Sri Lanka
287,41,0,10/29/00,Kumar Sangakkara,Sri Lanka
371,46.37,0,12/15/00,Kumar Sangakkara,Sri Lanka
382,42.44,0,12/17/00,Kumar Sangakkara,Sri Lanka
398,44.22,0,01/09/01,Kumar Sangakkara,Sri Lanka
399,39.9,0,01/11/01,Kumar Sangakkara,Sri Lanka
432,39.27,0,01/14/01,Kumar Sangakkara,Sri Lanka
454,37.83,0,01/17/01,Kumar Sangakkara,Sri Lanka
466,35.84,0,01/31/01,Kumar Sangakkara,Sri Lanka
479,34.21,0,02/03/01,Kumar Sangakkara,Sri Lanka
492,35.14,0,02/06/01,Kumar Sangakkara,Sri Lanka
512,34.13,0,02/08/01,Kumar Sangakkara,Sri Lanka
513,32.06,0,02/11/01,Kumar Sangakkara,Sri Lanka
514,30.23,0,03/23/01,Kumar Sangakkara,Sri Lanka
520,28.88,0,03/25/01,Kumar Sangakkara,Sri Lanka
520,28.88,0,03/27/01,Kumar Sangakkara,Sri Lanka
531,27.94,0,04/08/01,Kumar Sangakkara,Sri Lanka
531,26.55,0,04/10/01,Kumar Sangakkara,Sri Lanka
537,25.57,0,04/17/01,Kumar Sangakkara,Sri Lanka
539,24.5,0,07/28/01,Kumar Sangakkara,Sri Lanka
557,24.21,0,08/01/01,Kumar Sangakkara,Sri Lanka
557,24.21,0,10/27/01,Kumar Sangakkara,Sri Lanka
592,24.66,0,10/30/01,Kumar Sangakkara,Sri Lanka
592,23.68,0,11/02/01,Kumar Sangakkara,Sri Lanka
595,22.88,0,11/04/01,Kumar Sangakkara,Sri Lanka
595,22.88,0,12/08/01,Kumar Sangakkara,Sri Lanka
622,23.03,0,12/11/01,Kumar Sangakkara,Sri Lanka
623,22.25,0,12/12/01,Kumar Sangakkara,Sri Lanka
623,22.25,0,12/15/01,Kumar Sangakkara,Sri Lanka
646,22.27,0,12/19/01,Kumar Sangakkara,Sri Lanka
656,21.86,0,04/08/02,Kumar Sangakkara,Sri Lanka
679,21.9,0,04/09/02,Kumar Sangakkara,Sri Lanka
684,21.37,0,04/12/02,Kumar Sangakkara,Sri Lanka
734,22.24,0,04/14/02,Kumar Sangakkara,Sri Lanka
752,22.11,0,04/17/02,Kumar Sangakkara,Sri Lanka
774,22.11,0,06/27/02,Kumar Sangakkara,Sri Lanka
775,22.14,0,07/02/02,Kumar Sangakkara,Sri Lanka
845,23.47,0,07/07/02,Kumar Sangakkara,Sri Lanka
911,24.62,0,07/11/02,Kumar Sangakkara,Sri Lanka
940,24.73,0,08/04/02,Kumar Sangakkara,Sri Lanka
944,24.2,0,08/05/02,Kumar Sangakkara,Sri Lanka
966,24.15,0,08/07/02,Kumar Sangakkara,Sri Lanka
1004,24.48,0,08/14/02,Kumar Sangakkara,Sri Lanka
1045,24.88,0,08/15/02,Kumar Sangakkara,Sri Lanka
1046,24.32,0,08/17/02,Kumar Sangakkara,Sri Lanka
1103,25.06,0,08/19/02,Kumar Sangakkara,Sri Lanka
1143,25.4,0,08/21/02,Kumar Sangakkara,Sri Lanka
1143,24.84,0,09/12/02,Kumar Sangakkara,Sri Lanka
1184,25.19,0,09/16/02,Kumar Sangakkara,Sri Lanka
1232,25.66,0,09/27/02,Kumar Sangakkara,Sri Lanka
1286,26.24,0,09/29/02,Kumar Sangakkara,Sri Lanka
1312,26.24,0,09/30/02,Kumar Sangakkara,Sri Lanka
1319,25.86,0,11/27/02,Kumar Sangakkara,Sri Lanka
1329,25.55,0,11/29/02,Kumar Sangakkara,Sri Lanka
1339,25.26,0,12/01/02,Kumar Sangakkara,Sri Lanka
1340,24.81,0,12/04/02,Kumar Sangakkara,Sri Lanka
1417,26.24,0,12/06/02,Kumar Sangakkara,Sri Lanka
1428,25.96,0,12/17/02,Kumar Sangakkara,Sri Lanka
1435,25.62,0,12/20/02,Kumar Sangakkara,Sri Lanka
1475,25.87,0,12/22/02,Kumar Sangakkara,Sri Lanka
1500,25.86,0,01/09/03,Kumar Sangakkara,Sri Lanka
1510,25.59,0,01/13/03,Kumar Sangakkara,Sri Lanka
1552,26.3,0,01/15/03,Kumar Sangakkara,Sri Lanka
1608,26.8,0,01/17/03,Kumar Sangakkara,Sri Lanka
1651,27.06,0,01/21/03,Kumar Sangakkara,Sri Lanka
1664,26.83,0,02/10/03,Kumar Sangakkara,Sri Lanka
1664,26.83,0,02/14/03,Kumar Sangakkara,Sri Lanka
1668,26.9,0,02/19/03,Kumar Sangakkara,Sri Lanka
1673,26.55,0,02/24/03,Kumar Sangakkara,Sri Lanka
1697,26.51,0,02/28/03,Kumar Sangakkara,Sri Lanka
1703,26.2,0,03/03/03,Kumar Sangakkara,Sri Lanka
1723,26.1,0,03/07/03,Kumar Sangakkara,Sri Lanka
1753,26.16,0,03/10/03,Kumar Sangakkara,Sri Lanka
1788,26.29,0,03/15/03,Kumar Sangakkara,Sri Lanka
1827,26.86,0,03/18/03,Kumar Sangakkara,Sri Lanka
1927,28.33,1,04/04/03,Kumar Sangakkara,Sri Lanka
2030,29.85,2,04/06/03,Kumar Sangakkara,Sri Lanka
2055,29.78,2,04/07/03,Kumar Sangakkara,Sri Lanka
2084,29.77,2,05/10/03,Kumar Sangakkara,Sri Lanka
2085,29.36,2,05/13/03,Kumar Sangakkara,Sri Lanka
2102,29.19,2,05/18/03,Kumar Sangakkara,Sri Lanka
2113,28.94,2,05/19/03,Kumar Sangakkara,Sri Lanka
2128,28.75,2,06/07/03,Kumar Sangakkara,Sri Lanka
2159,28.78,2,06/08/03,Kumar Sangakkara,Sri Lanka
2170,28.55,2,06/11/03,Kumar Sangakkara,Sri Lanka
2170,28.55,2,11/18/03,Kumar Sangakkara,Sri Lanka
2228,28.93,2,02/20/04,Kumar Sangakkara,Sri Lanka
2267,29.06,2,02/22/04,Kumar Sangakkara,Sri Lanka
2282,28.88,2,02/25/04,Kumar Sangakkara,Sri Lanka
2383,29.78,3,02/27/04,Kumar Sangakkara,Sri Lanka
2420,29.87,3,02/29/04,Kumar Sangakkara,Sri Lanka
2493,30.77,3,04/20/04,Kumar Sangakkara,Sri Lanka
2493,30.77,3,04/22/04,Kumar Sangakkara,Sri Lanka
2493,30.77,3,04/25/04,Kumar Sangakkara,Sri Lanka
2556,31.17,3,04/27/04,Kumar Sangakkara,Sri Lanka
2573,31,3,07/17/04,Kumar Sangakkara,Sri Lanka
2630,31.3,3,07/18/04,Kumar Sangakkara,Sri Lanka
2644,31.47,3,07/21/04,Kumar Sangakkara,Sri Lanka
2644,31.47,3,07/23/04,Kumar Sangakkara,Sri Lanka
2659,31.28,3,07/27/04,Kumar Sangakkara,Sri Lanka
2712,31.53,3,08/01/04,Kumar Sangakkara,Sri Lanka
2736,31.44,3,08/20/04,Kumar Sangakkara,Sri Lanka
2799,31.8,3,08/22/04,Kumar Sangakkara,Sri Lanka
2813,31.6,3,08/25/04,Kumar Sangakkara,Sri Lanka
2887,32.43,3,08/28/04,Kumar Sangakkara,Sri Lanka
2959,32.87,3,08/31/04,Kumar Sangakkara,Sri Lanka
2987,32.82,3,09/14/04,Kumar Sangakkara,Sri Lanka
3004,33.01,3,09/17/04,Kumar Sangakkara,Sri Lanka
3042,33.06,3,10/06/04,Kumar Sangakkara,Sri Lanka
3042,33.06,3,10/09/04,Kumar Sangakkara,Sri Lanka
3111,33.45,3,10/14/04,Kumar Sangakkara,Sri Lanka
3179,33.81,3,10/16/04,Kumar Sangakkara,Sri Lanka
3180,33.47,3,12/26/04,Kumar Sangakkara,Sri Lanka
3204,33.37,3,01/10/05,Kumar Sangakkara,Sri Lanka
3218,33.17,3,07/30/05,Kumar Sangakkara,Sri Lanka
3297,33.64,3,08/02/05,Kumar Sangakkara,Sri Lanka
3313,33.46,3,08/03/05,Kumar Sangakkara,Sri Lanka
3320,33.2,3,08/06/05,Kumar Sangakkara,Sri Lanka
3328,32.95,3,08/09/05,Kumar Sangakkara,Sri Lanka
3363,32.97,3,08/17/05,Kumar Sangakkara,Sri Lanka
3424,33.24,3,08/20/05,Kumar Sangakkara,Sri Lanka
3425,33.25,3,08/21/05,Kumar Sangakkara,Sri Lanka
3447,33.14,3,08/31/05,Kumar Sangakkara,Sri Lanka
3475,33.09,3,09/02/05,Kumar Sangakkara,Sri Lanka
3492,33.25,3,09/04/05,Kumar Sangakkara,Sri Lanka
3556,33.54,3,10/05/05,Kumar Sangakkara,Sri Lanka
3617,33.8,3,10/07/05,Kumar Sangakkara,Sri Lanka
3630,33.61,3,10/09/05,Kumar Sangakkara,Sri Lanka
3673,33.69,3,10/25/05,Kumar Sangakkara,Sri Lanka
3700,33.63,3,10/28/05,Kumar Sangakkara,Sri Lanka
3838,34.89,4,10/31/05,Kumar Sangakkara,Sri Lanka
3846,34.64,4,11/03/05,Kumar Sangakkara,Sri Lanka
3885,34.68,4,11/06/05,Kumar Sangakkara,Sri Lanka
3894,34.46,4,11/09/05,Kumar Sangakkara,Sri Lanka
3926,34.43,4,11/12/05,Kumar Sangakkara,Sri Lanka
3926,34.13,4,12/31/05,Kumar Sangakkara,Sri Lanka
3962,34.15,4,01/03/06,Kumar Sangakkara,Sri Lanka
4014,34.3,4,01/06/06,Kumar Sangakkara,Sri Lanka
4072,34.5,4,01/08/06,Kumar Sangakkara,Sri Lanka
4088,34.35,4,01/13/06,Kumar Sangakkara,Sri Lanka
4176,34.8,4,01/17/06,Kumar Sangakkara,Sri Lanka
4254,35.15,4,01/22/06,Kumar Sangakkara,Sri Lanka
4277,35.05,4,01/24/06,Kumar Sangakkara,Sri Lanka
4302,34.97,4,01/26/06,Kumar Sangakkara,Sri Lanka
4308,34.74,4,01/29/06,Kumar Sangakkara,Sri Lanka
