Runs,Ave,100,Start Date,Name,Country
8042,32.03,10,02/08/09,Mahela Jayawardene,Sri Lanka
8075,32.04,10,07/30/09,Mahela Jayawardene,Sri Lanka
8087,31.96,10,08/01/09,Mahela Jayawardene,Sri Lanka
8210,32.32,11,08/03/09,Mahela Jayawardene,Sri Lanka
8229,32.27,11,08/07/09,Mahela Jayawardene,Sri Lanka
8260,32.26,11,08/09/09,Mahela Jayawardene,Sri Lanka
8260,32.14,11,09/08/09,Mahela Jayawardene,Sri Lanka
8277,32.08,11,09/12/09,Mahela Jayawardene,Sri Lanka
8278,31.96,11,09/14/09,Mahela Jayawardene,Sri Lanka
8355,32.13,11,09/22/09,Mahela Jayawardene,Sri Lanka
8364,32.04,11,09/25/09,Mahela Jayawardene,Sri Lanka
8441,32.21,11,09/27/09,Mahela Jayawardene,Sri Lanka
8444,32.1,11,12/15/09,Mahela Jayawardene,Sri Lanka
8483,32.13,11,12/18/09,Mahela Jayawardene,Sri Lanka
8485,32.01,11,12/21/09,Mahela Jayawardene,Sri Lanka
8518,32.02,11,12/24/09,Mahela Jayawardene,Sri Lanka
8626,32.3,12,01/08/10,Mahela Jayawardene,Sri Lanka
8631,32.2,12,01/10/10,Mahela Jayawardene,Sri Lanka
8702,32.47,12,01/13/10,Mahela Jayawardene,Sri Lanka
8756,32.55,12,06/15/10,Mahela Jayawardene,Sri Lanka
8799,32.58,12,06/18/10,Mahela Jayawardene,Sri Lanka
8852,32.78,12,06/22/10,Mahela Jayawardene,Sri Lanka
8863,32.7,12,06/24/10,Mahela Jayawardene,Sri Lanka
8868,32.6,12,08/13/10,Mahela Jayawardene,Sri Lanka
8872,32.49,12,08/16/10,Mahela Jayawardene,Sri Lanka
8931,32.71,12,08/19/10,Mahela Jayawardene,Sri Lanka
8964,32.71,12,08/22/10,Mahela Jayawardene,Sri Lanka
9003,32.73,12,08/28/10,Mahela Jayawardene,Sri Lanka
9022,32.68,12,11/03/10,Mahela Jayawardene,Sri Lanka
9027,32.58,12,11/05/10,Mahela Jayawardene,Sri Lanka
9027,32.47,12,11/07/10,Mahela Jayawardene,Sri Lanka
9027,32.47,12,01/31/11,Mahela Jayawardene,Sri Lanka
9075,32.64,12,02/03/11,Mahela Jayawardene,Sri Lanka
9119,32.68,12,02/06/11,Mahela Jayawardene,Sri Lanka
9219,32.92,13,02/20/11,Mahela Jayawardene,Sri Lanka
9221,32.81,13,02/26/11,Mahela Jayawardene,Sri Lanka
9221,32.81,13,03/01/11,Mahela Jayawardene,Sri Lanka
9244,32.78,13,03/05/11,Mahela Jayawardene,Sri Lanka
9253,32.69,13,03/10/11,Mahela Jayawardene,Sri Lanka
9319,32.81,13,03/18/11,Mahela Jayawardene,Sri Lanka
9319,32.81,13,03/26/11,Mahela Jayawardene,Sri Lanka
9320,32.7,13,03/29/11,Mahela Jayawardene,Sri Lanka
9423,33.06,14,04/02/11,Mahela Jayawardene,Sri Lanka
9428,32.96,14,06/28/11,Mahela Jayawardene,Sri Lanka
9572,33.35,15,07/01/11,Mahela Jayawardene,Sri Lanka
9651,33.51,15,07/03/11,Mahela Jayawardene,Sri Lanka
9660,33.42,15,07/06/11,Mahela Jayawardene,Sri Lanka
9669,33.34,15,07/09/11,Mahela Jayawardene,Sri Lanka
9733,33.44,15,07/13/11,Mahela Jayawardene,Sri Lanka
9736,33.34,15,08/10/11,Mahela Jayawardene,Sri Lanka
9753,33.28,15,08/14/11,Mahela Jayawardene,Sri Lanka
9789,33.29,15,08/16/11,Mahela Jayawardene,Sri Lanka
9842,33.36,15,08/20/11,Mahela Jayawardene,Sri Lanka
9913,33.48,15,08/22/11,Mahela Jayawardene,Sri Lanka
9937,33.45,15,11/11/11,Mahela Jayawardene,Sri Lanka
9987,33.51,15,11/14/11,Mahela Jayawardene,Sri Lanka
10004,33.45,15,11/18/11,Mahela Jayawardene,Sri Lanka
10059,33.53,15,11/20/11,Mahela Jayawardene,Sri Lanka
10061,33.42,15,01/11/12,Mahela Jayawardene,Sri Lanka
10080,33.37,15,01/14/12,Mahela Jayawardene,Sri Lanka
10095,33.31,15,01/17/12,Mahela Jayawardene,Sri Lanka
10118,33.28,15,02/08/12,Mahela Jayawardene,Sri Lanka
10131,33.21,15,02/10/12,Mahela Jayawardene,Sri Lanka
10174,33.24,15,02/14/12,Mahela Jayawardene,Sri Lanka
10235,33.44,15,02/17/12,Mahela Jayawardene,Sri Lanka
10280,33.48,15,02/21/12,Mahela Jayawardene,Sri Lanka
10365,33.65,15,02/24/12,Mahela Jayawardene,Sri Lanka
10387,33.61,15,02/28/12,Mahela Jayawardene,Sri Lanka
10392,33.52,15,03/02/12,Mahela Jayawardene,Sri Lanka
10406,33.45,15,03/04/12,Mahela Jayawardene,Sri Lanka
10486,33.6,15,03/06/12,Mahela Jayawardene,Sri Lanka
10501,33.54,15,03/08/12,Mahela Jayawardene,Sri Lanka
10579,33.69,15,03/13/12,Mahela Jayawardene,Sri Lanka
10591,33.62,15,03/15/12,Mahela Jayawardene,Sri Lanka
10596,33.53,15,03/20/12,Mahela Jayawardene,Sri Lanka
10599,33.43,15,06/07/12,Mahela Jayawardene,Sri Lanka
10652,33.49,15,06/09/12,Mahela Jayawardene,Sri Lanka
10652,33.49,15,06/13/12,Mahela Jayawardene,Sri Lanka
10692,33.51,15,06/16/12,Mahela Jayawardene,Sri Lanka
10692,33.41,15,06/18/12,Mahela Jayawardene,Sri Lanka
10704,33.34,15,07/21/12,Mahela Jayawardene,Sri Lanka
10704,33.34,15,07/24/12,Mahela Jayawardene,Sri Lanka
10769,33.44,15,07/28/12,Mahela Jayawardene,Sri Lanka
10772,33.34,15,07/31/12,Mahela Jayawardene,Sri Lanka
10815,33.48,15,11/04/12,Mahela Jayawardene,Sri Lanka
10820,33.39,15,11/06/12,Mahela Jayawardene,Sri Lanka
10820,33.39,15,11/10/12,Mahela Jayawardene,Sri Lanka
10844,33.36,15,11/12/12,Mahela Jayawardene,Sri Lanka
10849,33.27,15,01/11/13,Mahela Jayawardene,Sri Lanka
10849,33.27,15,01/13/13,Mahela Jayawardene,Sri Lanka
10850,33.18,15,01/18/13,Mahela Jayawardene,Sri Lanka
10854,33.19,15,01/20/13,Mahela Jayawardene,Sri Lanka
10892,33.2,15,01/23/13,Mahela Jayawardene,Sri Lanka
10896,33.11,15,06/09/13,Mahela Jayawardene,Sri Lanka
10938,33.14,15,06/13/13,Mahela Jayawardene,Sri Lanka
11022,33.4,15,06/17/13,Mahela Jayawardene,Sri Lanka
11060,33.41,15,06/20/13,Mahela Jayawardene,Sri Lanka
11112,33.46,15,06/28/13,Mahela Jayawardene,Sri Lanka
11219,33.69,16,07/02/13,Mahela Jayawardene,Sri Lanka
11226,33.61,16,07/07/13,Mahela Jayawardene,Sri Lanka
11237,33.54,16,07/09/13,Mahela Jayawardene,Sri Lanka
11259,33.5,16,07/11/13,Mahela Jayawardene,Sri Lanka
11301,33.53,16,07/20/13,Mahela Jayawardene,Sri Lanka
11318,33.48,16,07/23/13,Mahela Jayawardene,Sri Lanka
11342,33.45,16,07/26/13,Mahela Jayawardene,Sri Lanka
11354,33.39,16,07/28/13,Mahela Jayawardene,Sri Lanka
11355,33.29,16,11/10/13,Mahela Jayawardene,Sri Lanka
11355,33.29,16,11/12/13,Mahela Jayawardene,Sri Lanka
11401,33.33,16,11/16/13,Mahela Jayawardene,Sri Lanka
3,3,0,01/11/92,Sourav Ganguly,India
49,24.5,0,05/26/96,Sourav Ganguly,India
65,21.66,0,08/28/96,Sourav Ganguly,India
101,25.25,0,09/01/96,Sourav Ganguly,India
160,32,0,09/06/96,Sourav Ganguly,India
160,32,0,09/16/96,Sourav Ganguly,India
171,34.2,0,09/17/96,Sourav Ganguly,India
183,30.5,0,09/23/96,Sourav Ganguly,India
214,30.57,0,10/17/96,Sourav Ganguly,India
218,27.25,0,10/21/96,Sourav Ganguly,India
272,30.22,0,10/23/96,Sourav Ganguly,India
312,31.2,0,01/23/97,Sourav Ganguly,India
350,31.81,0,01/27/97,Sourav Ganguly,India
350,29.16,0,02/02/97,Sourav Ganguly,India
433,33.3,0,02/04/97,Sourav Ganguly,India
464,33.14,0,02/07/97,Sourav Ganguly,India
476,31.73,0,02/09/97,Sourav Ganguly,India
494,30.87,0,02/12/97,Sourav Ganguly,India
499,29.35,0,02/13/97,Sourav Ganguly,India
501,27.83,0,02/15/97,Sourav Ganguly,India
540,30,0,04/27/97,Sourav Ganguly,India
619,32.57,0,04/30/97,Sourav Ganguly,India
623,31.15,0,05/03/97,Sourav Ganguly,India
685,32.61,0,05/14/97,Sourav Ganguly,India
685,31.13,0,05/17/97,Sourav Ganguly,India
718,31.21,0,05/21/97,Sourav Ganguly,India
729,30.37,0,07/18/97,Sourav Ganguly,India
729,30.37,0,07/20/97,Sourav Ganguly,India
802,33.41,0,07/24/97,Sourav Ganguly,India
836,33.44,0,07/26/97,Sourav Ganguly,India
867,33.34,0,08/17/97,Sourav Ganguly,India
980,36.29,1,08/20/97,Sourav Ganguly,India
994,35.5,1,08/23/97,Sourav Ganguly,India
1011,34.86,1,08/24/97,Sourav Ganguly,India
1028,34.26,1,09/13/97,Sourav Ganguly,India
1060,34.19,1,09/14/97,Sourav Ganguly,India
1060,34.19,1,09/17/97,Sourav Ganguly,India
1062,33.18,1,09/18/97,Sourav Ganguly,India
1137,35.53,1,09/20/97,Sourav Ganguly,India
1233,37.36,1,09/21/97,Sourav Ganguly,India
1233,36.26,1,09/28/97,Sourav Ganguly,India
1322,37.77,1,09/30/97,Sourav Ganguly,India
1348,37.44,1,10/02/97,Sourav Ganguly,India
1377,37.21,1,12/11/97,Sourav Ganguly,India
1467,38.6,1,12/14/97,Sourav Ganguly,India
1537,39.41,1,12/16/97,Sourav Ganguly,India
1549,38.72,1,12/22/97,Sourav Ganguly,India
1549,38.72,1,12/25/97,Sourav Ganguly,India
1610,39.26,1,12/28/97,Sourav Ganguly,India
1621,38.59,1,01/10/98,Sourav Ganguly,India
1634,38,1,01/11/98,Sourav Ganguly,India
1702,38.68,1,01/14/98,Sourav Ganguly,India
1728,38.4,1,01/16/98,Sourav Ganguly,India
1852,40.26,2,01/18/98,Sourav Ganguly,India
1934,41.14,2,04/05/98,Sourav Ganguly,India
2006,41.79,2,04/07/98,Sourav Ganguly,India
2019,41.2,2,04/09/98,Sourav Ganguly,India
2048,40.96,2,04/14/98,Sourav Ganguly,India
2153,42.21,3,04/17/98,Sourav Ganguly,India
2161,41.55,3,04/19/98,Sourav Ganguly,India
2192,41.35,3,04/20/98,Sourav Ganguly,India
2209,40.9,3,04/22/98,Sourav Ganguly,India
2232,40.58,3,04/24/98,Sourav Ganguly,India
2239,39.98,3,05/14/98,Sourav Ganguly,India
2248,39.43,3,05/20/98,Sourav Ganguly,India
2284,39.37,3,05/31/98,Sourav Ganguly,India
2364,40.06,3,06/19/98,Sourav Ganguly,India
2368,39.46,3,06/23/98,Sourav Ganguly,India
2394,39.24,3,07/01/98,Sourav Ganguly,India
2394,39.24,3,07/03/98,Sourav Ganguly,India
2503,40.37,4,07/07/98,Sourav Ganguly,India
2557,41.24,4,09/12/98,Sourav Ganguly,India
2580,40.95,4,09/16/98,Sourav Ganguly,India
2590,40.46,4,09/19/98,Sourav Ganguly,India
2599,39.98,4,09/20/98,Sourav Ganguly,India
2610,39.54,4,09/26/98,Sourav Ganguly,India
2717,41.16,5,09/27/98,Sourav Ganguly,India
2757,41.14,5,09/30/98,Sourav Ganguly,India
2758,40.55,5,10/28/98,Sourav Ganguly,India
2841,41.17,5,10/31/98,Sourav Ganguly,India
2846,40.65,5,11/06/98,Sourav Ganguly,India
2874,40.47,5,11/08/98,Sourav Ganguly,India
2874,39.91,5,11/09/98,Sourav Ganguly,India
2875,39.38,5,11/11/98,Sourav Ganguly,India
2938,40.24,5,11/13/98,Sourav Ganguly,India
2998,40.51,5,01/09/99,Sourav Ganguly,India
3036,40.48,5,01/12/99,Sourav Ganguly,India
3036,39.94,5,01/14/99,Sourav Ganguly,India
3086,40.07,5,01/16/99,Sourav Ganguly,India
3146,40.33,5,01/19/99,Sourav Ganguly,India
3276,42,6,03/22/99,Sourav Ganguly,India
3289,41.63,6,03/24/99,Sourav Ganguly,India
3354,41.92,6,03/30/99,Sourav Ganguly,India
3411,42.11,6,04/01/99,Sourav Ganguly,India
3424,41.75,6,04/04/99,Sourav Ganguly,India
3450,41.56,6,04/08/99,Sourav Ganguly,India
3457,41.15,6,04/09/99,Sourav Ganguly,India
3459,40.69,6,04/11/99,Sourav Ganguly,India
3509,40.8,6,04/16/99,Sourav Ganguly,India
3606,41.44,6,05/15/99,Sourav Ganguly,India
3615,41.07,6,05/19/99,Sourav Ganguly,India
3628,40.76,6,05/23/99,Sourav Ganguly,India
3811,42.34,7,05/26/99,Sourav Ganguly,India
3851,42.31,7,05/29/99,Sourav Ganguly,India
3859,41.94,7,06/04/99,Sourav Ganguly,India
3888,41.8,7,06/12/99,Sourav Ganguly,India
3898,41.46,7,08/23/99,Sourav Ganguly,India
3907,41.12,7,08/25/99,Sourav Ganguly,India
3915,40.78,7,08/28/99,Sourav Ganguly,India
4000,41.23,7,08/29/99,Sourav Ganguly,India
4006,40.87,7,09/04/99,Sourav Ganguly,India
4038,40.78,7,09/05/99,Sourav Ganguly,India
4061,40.61,7,09/07/99,Sourav Ganguly,India
4107,40.66,7,09/08/99,Sourav Ganguly,India
4161,41.19,7,09/11/99,Sourav Ganguly,India
4162,40.8,7,09/12/99,Sourav Ganguly,India
4196,40.73,7,09/14/99,Sourav Ganguly,India
4234,40.71,7,09/26/99,Sourav Ganguly,India
4255,40.52,7,09/29/99,Sourav Ganguly,India
4394,41.45,8,10/01/99,Sourav Ganguly,India
4404,41.15,8,10/03/99,Sourav Ganguly,India
4445,41.15,8,11/05/99,Sourav Ganguly,India
4449,40.81,8,11/08/99,Sourav Ganguly,India
4602,42.22,9,11/11/99,Sourav Ganguly,India
4619,41.99,9,11/14/99,Sourav Ganguly,India
4705,42.38,9,11/17/99,Sourav Ganguly,India
4766,42.55,9,01/10/00,Sourav Ganguly,India
4866,43.06,10,01/12/00,Sourav Ganguly,India
4871,42.72,10,01/14/00,Sourav Ganguly,India
4914,42.73,10,01/21/00,Sourav Ganguly,India
5055,43.57,11,01/25/00,Sourav Ganguly,India
5060,43.24,11,01/26/00,Sourav Ganguly,India
5061,42.88,11,01/28/00,Sourav Ganguly,India
5092,42.78,11,03/09/00,Sourav Ganguly,India
5197,43.67,12,03/12/00,Sourav Ganguly,India
5253,43.77,12,03/15/00,Sourav Ganguly,India
5340,44.13,12,03/17/00,Sourav Ganguly,India
5346,43.81,12,03/19/00,Sourav Ganguly,India
5373,43.68,12,03/22/00,Sourav Ganguly,India
5398,43.53,12,03/23/00,Sourav Ganguly,India
5405,43.24,12,03/26/00,Sourav Ganguly,India
5411,42.94,12,03/27/00,Sourav Ganguly,India
5546,44.01,13,05/30/00,Sourav Ganguly,India
5559,43.77,13,06/01/00,Sourav Ganguly,India
5567,43.49,13,06/03/00,Sourav Ganguly,India
5633,43.66,13,10/03/00,Sourav Ganguly,India
5657,43.51,13,10/07/00,Sourav Ganguly,India
5798,44.6,14,10/13/00,Sourav Ganguly,India
5915,45.15,15,10/15/00,Sourav Ganguly,India
5932,44.93,15,10/20/00,Sourav Ganguly,India
5950,44.73,15,10/22/00,Sourav Ganguly,India
6016,44.89,15,10/26/00,Sourav Ganguly,India
6017,44.57,15,10/27/00,Sourav Ganguly,India
6020,44.26,15,10/29/00,Sourav Ganguly,India
6064,44.26,15,12/02/00,Sourav Ganguly,India
6208,44.98,16,12/05/00,Sourav Ganguly,India
6213,44.69,16,12/08/00,Sourav Ganguly,India
6284,45.2,16,12/11/00,Sourav Ganguly,India
6290,44.92,16,03/25/01,Sourav Ganguly,India
6294,44.63,16,03/28/01,Sourav Ganguly,India
6294,44.32,16,03/31/01,Sourav Ganguly,India
6303,44.07,16,04/03/01,Sourav Ganguly,India
6377,44.28,16,04/06/01,Sourav Ganguly,India
6379,43.99,16,06/24/01,Sourav Ganguly,India
6464,44.27,16,06/27/01,Sourav Ganguly,India
6484,44.1,16,06/30/01,Sourav Ganguly,India
6546,44.22,16,07/04/01,Sourav Ganguly,India
6574,44.12,16,07/07/01,Sourav Ganguly,India
6579,43.86,16,07/20/01,Sourav Ganguly,India
6648,44.02,16,07/22/01,Sourav Ganguly,India
6652,43.76,16,07/26/01,Sourav Ganguly,India
6652,43.47,16,08/01/01,Sourav Ganguly,India
6716,43.61,16,08/02/01,Sourav Ganguly,India
6717,43.33,16,08/05/01,Sourav Ganguly,India
6844,43.87,17,10/05/01,Sourav Ganguly,India
6868,43.74,17,10/10/01,Sourav Ganguly,India
6868,43.74,17,10/12/01,Sourav Ganguly,India
6892,43.62,17,10/17/01,Sourav Ganguly,India
6977,43.88,17,10/19/01,Sourav Ganguly,India
7088,44.3,18,10/24/01,Sourav Ganguly,India
7097,44.08,18,10/26/01,Sourav Ganguly,India
7139,44.06,18,01/19/02,Sourav Ganguly,India
7153,43.88,18,01/22/02,Sourav Ganguly,India
7179,43.77,18,01/28/02,Sourav Ganguly,India
7253,43.95,18,01/31/02,Sourav Ganguly,India
7333,44.17,18,02/03/02,Sourav Ganguly,India
7390,44.25,18,03/07/02,Sourav Ganguly,India
7476,44.5,18,03/10/02,Sourav Ganguly,India
7487,44.3,18,03/13/02,Sourav Ganguly,India
7494,44.08,18,03/16/02,Sourav Ganguly,India
7522,43.98,18,03/19/02,Sourav Ganguly,India
7563,43.97,18,05/29/02,Sourav Ganguly,India
7602,43.94,18,06/01/02,Sourav Ganguly,India
7658,44.01,18,06/02/02,Sourav Ganguly,India
7701,44,18,06/29/02,Sourav Ganguly,India
7708,43.79,18,06/30/02,Sourav Ganguly,India
7708,43.54,18,07/04/02,Sourav Ganguly,India
7732,43.43,18,07/06/02,Sourav Ganguly,India
7738,43.22,18,07/09/02,Sourav Ganguly,India
7747,43.03,18,07/11/02,Sourav Ganguly,India
7807,43.13,18,07/13/02,Sourav Ganguly,India
7820,42.96,18,09/14/02,Sourav Ganguly,India
7937,43.6,19,09/22/02,Sourav Ganguly,India
7950,43.44,19,09/25/02,Sourav Ganguly,India
7950,43.44,19,09/29/02,Sourav Ganguly,India
7950,43.44,19,09/30/02,Sourav Ganguly,India
7966,43.29,19,11/06/02,Sourav Ganguly,India
8044,43.48,19,11/09/02,Sourav Ganguly,India
8116,43.63,19,11/12/02,Sourav Ganguly,India
8144,43.55,19,11/15/02,Sourav Ganguly,India
8197,43.6,19,11/18/02,Sourav Ganguly,India
8211,43.44,19,12/26/02,Sourav Ganguly,India
8211,43.21,19,12/29/02,Sourav Ganguly,India
8215,43.01,19,01/01/03,Sourav Ganguly,India
8217,42.79,19,01/04/03,Sourav Ganguly,India
8217,42.57,19,01/08/03,Sourav Ganguly,India
8240,42.47,19,01/11/03,Sourav Ganguly,India
8255,42.33,19,01/14/03,Sourav Ganguly,India
8263,42.15,19,02/12/03,Sourav Ganguly,India
8272,41.98,19,02/15/03,Sourav Ganguly,India
8296,41.89,19,02/19/03,Sourav Ganguly,India
8408,42.46,20,02/23/03,Sourav Ganguly,India
8427,42.34,20,02/26/03,Sourav Ganguly,India
8427,42.13,20,03/01/03,Sourav Ganguly,India
8534,42.67,21,03/07/03,Sourav Ganguly,India
8582,42.69,21,03/10/03,Sourav Ganguly,India
8585,42.5,21,03/14/03,Sourav Ganguly,India
8696,43.04,22,03/20/03,Sourav Ganguly,India
8720,42.95,22,03/23/03,Sourav Ganguly,India
8750,42.89,22,04/11/03,Sourav Ganguly,India
8825,43.04,22,04/13/03,Sourav Ganguly,India
8886,43.13,22,04/18/03,Sourav Ganguly,India
8897,43.18,22,04/21/03,Sourav Ganguly,India
8934,43.15,22,11/12/03,Sourav Ganguly,India
8967,43.11,22,11/15/03,Sourav Ganguly,India
9049,43.29,22,01/09/04,Sourav Ganguly,India
9081,43.44,22,01/14/04,Sourav Ganguly,India
9099,43.32,22,01/18/04,Sourav Ganguly,India
9132,43.27,22,01/20/04,Sourav Ganguly,India
9133,43.08,22,01/22/04,Sourav Ganguly,India
9134,42.88,22,01/24/04,Sourav Ganguly,India
9135,42.68,22,02/01/04,Sourav Ganguly,India
9141,42.51,22,02/06/04,Sourav Ganguly,India
9144,42.33,22,02/08/04,Sourav Ganguly,India
9189,42.34,22,03/13/04,Sourav Ganguly,India
9204,42.22,22,03/16/04,Sourav Ganguly,India
9243,42.2,22,03/19/04,Sourav Ganguly,India
9264,42.1,22,03/21/04,Sourav Ganguly,India
9309,42.12,22,03/24/04,Sourav Ganguly,India
9365,42.18,22,07/16/04,Sourav Ganguly,India
9371,42.02,22,07/18/04,Sourav Ganguly,India
9431,42.1,22,07/21/04,Sourav Ganguly,India
9470,42.08,22,07/25/04,Sourav Ganguly,India
9549,42.25,22,07/27/04,Sourav Ganguly,India
9553,42.08,22,08/01/04,Sourav Ganguly,India
9578,42,22,08/21/04,Sourav Ganguly,India
9578,42,22,08/23/04,Sourav Ganguly,India
9602,41.93,22,09/01/04,Sourav Ganguly,India
9609,41.77,22,09/03/04,Sourav Ganguly,India
9699,41.98,22,09/05/04,Sourav Ganguly,India
9789,42.19,22,09/11/04,Sourav Ganguly,India
9789,42.01,22,09/19/04,Sourav Ganguly,India
9837,42.03,22,11/13/04,Sourav Ganguly,India
9837,41.85,22,12/23/04,Sourav Ganguly,India
9859,41.77,22,12/26/04,Sourav Ganguly,India
9914,41.83,22,12/27/04,Sourav Ganguly,India
9936,41.74,22,01/10/05,Sourav Ganguly,India
9936,41.57,22,04/02/05,Sourav Ganguly,India
9945,41.43,22,04/05/05,Sourav Ganguly,India
9949,41.28,22,04/09/05,Sourav Ganguly,India
9967,41.18,22,04/12/05,Sourav Ganguly,India
10018,41.22,22,08/03/05,Sourav Ganguly,India
10020,41.23,22,08/07/05,Sourav Ganguly,India
10046,41.17,22,08/09/05,Sourav Ganguly,India
10051,41.02,22,08/26/05,Sourav Ganguly,India
10071,40.93,22,08/29/05,Sourav Ganguly,India
10090,40.85,22,09/02/05,Sourav Ganguly,India
10092,40.69,22,09/04/05,Sourav Ganguly,India
10123,40.65,22,09/06/05,Sourav Ganguly,India
10221,40.88,22,01/21/07,Sourav Ganguly,India
10234,40.77,22,01/24/07,Sourav Ganguly,India
10302,40.88,22,01/31/07,Sourav Ganguly,India
10302,40.88,22,02/08/07,Sourav Ganguly,India
10364,40.96,22,02/11/07,Sourav Ganguly,India
10412,40.99,22,02/14/07,Sourav Ganguly,India
10470,41.22,22,02/17/07,Sourav Ganguly,India
10536,41.31,22,03/17/07,Sourav Ganguly,India
10625,41.5,22,03/19/07,Sourav Ganguly,India
10632,41.36,22,03/23/07,Sourav Ganguly,India
10664,41.33,22,06/06/07,Sourav Ganguly,India
10752,41.51,22,06/09/07,Sourav Ganguly,India
10825,41.79,22,06/23/07,Sourav Ganguly,India
10838,41.68,22,06/26/07,Sourav Ganguly,India
10880,41.68,22,06/29/07,Sourav Ganguly,India
10898,41.59,22,07/01/07,Sourav Ganguly,India
10900,41.44,22,08/21/07,Sourav Ganguly,India
10939,41.43,22,08/24/07,Sourav Ganguly,India
11011,41.55,22,08/27/07,Sourav Ganguly,India
11020,41.42,22,08/30/07,Sourav Ganguly,India
11079,41.49,22,09/02/07,Sourav Ganguly,India
11132,41.53,22,09/05/07,Sourav Ganguly,India
11147,41.43,22,09/08/07,Sourav Ganguly,India
11147,41.43,22,09/29/07,Sourav Ganguly,India
11188,41.43,22,10/08/07,Sourav Ganguly,India
11188,41.28,22,10/11/07,Sourav Ganguly,India
11274,41.44,22,10/14/07,Sourav Ganguly,India
11274,41.29,22,10/17/07,Sourav Ganguly,India
11313,41.28,22,11/05/07,Sourav Ganguly,India
11319,41.16,22,11/08/07,Sourav Ganguly,India
11358,41.15,22,11/11/07,Sourav Ganguly,India
11363,41.02,22,11/15/07,Sourav Ganguly,India
3,3,0,04/03/96,Rahul Dravid,India
7,3.5,0,04/05/96,Rahul Dravid,India
10,3.33,0,04/12/96,Rahul Dravid,India
21,5.25,0,04/14/96,Rahul Dravid,India
43,10.75,0,05/26/96,Rahul Dravid,India
50,12.5,0,08/28/96,Rahul Dravid,India
50,12.5,0,09/01/96,Rahul Dravid,India
63,12.6,0,09/06/96,Rahul Dravid,India
102,17,0,09/16/96,Rahul Dravid,India
192,27.42,0,09/17/96,Rahul Dravid,India
238,29.75,0,09/18/96,Rahul Dravid,India
263,29.22,0,09/21/96,Rahul Dravid,India
283,28.3,0,09/23/96,Rahul Dravid,India
345,31.36,0,10/17/96,Rahul Dravid,India
351,29.25,0,10/21/96,Rahul Dravid,India
351,27,0,10/23/96,Rahul Dravid,India
372,26.57,0,10/29/96,Rahul Dravid,India
428,28.53,0,11/03/96,Rahul Dravid,India
459,28.68,0,11/06/96,Rahul Dravid,India
475,27.94,0,12/14/96,Rahul Dravid,India
483,26.83,0,01/23/97,Rahul Dravid,India
506,26.63,0,01/27/97,Rahul Dravid,India
556,27.8,0,02/02/97,Rahul Dravid,India
609,29,0,02/04/97,Rahul Dravid,India
621,28.22,0,02/07/97,Rahul Dravid,India
638,27.73,0,02/09/97,Rahul Dravid,India
671,27.95,0,02/12/97,Rahul Dravid,India
755,30.2,0,02/13/97,Rahul Dravid,India
772,29.69,0,04/26/97,Rahul Dravid,India
772,29.69,0,04/27/97,Rahul Dravid,India
846,31.33,0,04/30/97,Rahul Dravid,India
876,31.28,0,05/03/97,Rahul Dravid,India
897,32.03,0,05/14/97,Rahul Dravid,India
958,33.03,0,05/17/97,Rahul Dravid,India
1065,35.5,1,05/21/97,Rahul Dravid,India
1134,36.58,1,07/18/97,Rahul Dravid,India
1134,36.58,1,07/20/97,Rahul Dravid,India
1134,36.58,1,07/24/97,Rahul Dravid,India
1141,35.65,1,07/26/97,Rahul Dravid,India
1142,34.6,1,08/17/97,Rahul Dravid,India
1160,34.11,1,08/20/97,Rahul Dravid,India
1238,35.37,1,08/23/97,Rahul Dravid,India
1280,35.55,1,08/24/97,Rahul Dravid,India
1303,35.21,1,09/13/97,Rahul Dravid,India
1317,34.65,1,09/14/97,Rahul Dravid,India
1317,34.65,1,09/17/97,Rahul Dravid,India
1342,34.41,1,09/18/97,Rahul Dravid,India
1342,34.41,1,09/20/97,Rahul Dravid,India
1345,34.48,1,09/21/97,Rahul Dravid,India
1395,34.87,1,09/28/97,Rahul Dravid,India
1426,34.78,1,12/16/97,Rahul Dravid,India
1431,34.07,1,05/14/98,Rahul Dravid,India
1480,34.41,1,05/20/98,Rahul Dravid,India
1481,33.65,1,05/25/98,Rahul Dravid,India
1514,33.64,1,05/28/98,Rahul Dravid,India
1518,33,1,09/12/98,Rahul Dravid,India
1536,32.68,1,09/13/98,Rahul Dravid,India
1545,32.18,1,09/16/98,Rahul Dravid,India
1546,31.55,1,09/19/98,Rahul Dravid,India
1610,32.2,1,09/26/98,Rahul Dravid,India
1610,32.2,1,09/27/98,Rahul Dravid,India
1638,32.11,1,09/30/98,Rahul Dravid,India
1686,32.42,1,10/28/98,Rahul Dravid,India
1706,32.18,1,10/31/98,Rahul Dravid,India
1709,31.64,1,11/11/98,Rahul Dravid,India
1832,33.92,2,01/09/99,Rahul Dravid,India
1870,34,2,01/12/99,Rahul Dravid,India
1938,34.6,2,01/14/99,Rahul Dravid,India
1989,34.89,2,01/16/99,Rahul Dravid,India
2018,34.79,2,01/19/99,Rahul Dravid,India
2134,36.16,3,03/22/99,Rahul Dravid,India
2137,35.61,3,03/24/99,Rahul Dravid,India
2154,35.31,3,03/30/99,Rahul Dravid,India
2154,34.74,3,04/01/99,Rahul Dravid,India
2179,34.58,3,04/04/99,Rahul Dravid,India
